food,packaging,clothing&shoes,electricity,hot water,paper,litter,commuting
517.315168,62.79418332,130.4,371.0392,9.046938776,21.7563392,19.4419632,0
408.3072142,6.66630756,79.2,547.2223766,5.94244898,19.028832,77.7678528,0
277.2947712,38.98236672,25.6,0,3.61877551,25.836864,106.9307976,0
740.126412,73.72512576,391.2,510.8245059,19.12244898,42.2369888,48.604908,0
502.312703,64.34117712,337.6,452.7018707,15.11326531,25.405232,68.0468712,2.8056
328.6796479,15.75712512,28,358.897,5.736734694,6.4532928,38.8839264,0
504.2594,0,79.2,776.44,20.15102041,3.2342464,9.7209816,0
1054.939406,42.68826936,53.6,547.2223766,10.0755102,6.4372,0,0
626.3321614,41.22887076,132.8,648.41,13.57040816,9.924032,68.0468712,0
384.7192223,64.09810044,132.8,458.43,9.869795918,42.9180928,68.0468712,0
567.675626,164.7377899,388.8,432.3284,9.56122449,50.0799712,155.5357056,0
866.7909403,121.594964,184,949.9,14.75074985,22.2782784,68.0468712,91.7832
423.5635106,73.87153488,260.8,648.41,12.13265306,16.716864,23.60837591,0
758.9066868,117.1504462,104.8,598.30484,11.85006122,34.6510784,29.1629448,0
733.4783392,149.7931103,286.4,502.09236,15.84287755,61.9089248,184.6986504,0
712.0399993,41.13251604,160.8,621.152,8.471836735,15.5200928,17.22096193,0
547.43429,27.1028934,79.2,459.42946,9.649816327,10.2593248,29.1629448,0
541.5465014,44.60410152,79.2,683.102,13.64221359,3.9546784,58.3258896,0
258.4197658,94.88186928,184,648.41,30.22653061,6.5216928,38.8839264,0
640.9217842,30.15965304,53.6,426.629,0,3.3676928,9.7209816,0
537.52472,22.55326128,158.4,646.0146,14.86389271,61.3784928,29.1629448,0
649.3922581,26.7134076,340,454.4101333,14.39326531,0.0228,19.4419632,0
483.7308235,42.22776888,132.8,1194.396,10.58979592,0.2584,48.604908,0
284.85036,21.91256496,184,762.1226667,20.15102041,6.884032,19.4419632,0
376.0542835,12.68347212,81.6,432.824,14.75074985,16.011632,38.8839264,0
626.6057746,35.22015288,53.6,303.142,9.046938776,3.859232,19.4419632,0
632.1292824,32.86884744,104.8,474.95,33.20714286,0.0456,48.604908,0
597.5242381,95.92049808,237.6,373.5172,16.69591837,6.8679392,77.7678528,0
609.6265648,52.08911136,181.6,303.142,18.60816327,6.0952,145.814724,0
425.646428,10.95628248,184,606.284,11.47346939,0.4264928,97.209816,0
587.0976444,47.02861152,286.4,493.122,15.77932128,30.6246464,9.7209816,0
884.1967435,104.8896209,184,441.91,29.19795918,3.988432,68.0468712,0
416.9558348,49.9386492,130.4,423.738,4.026,34.5674784,44.50313981,0
972.3468786,39.1456692,53.6,547.2223766,9.869795918,53.4443104,9.288883968,0
650.8167574,63.1498824,132.8,770.2725333,16.66528571,6.7387392,48.604908,0
285.9089357,30.15965304,109.6,596.0416,11.83346939,3.6184928,38.8839264,0
377.6688648,126.678614,132.8,949.9,9.766938776,3.3406464,48.604908,0
543.4303344,10.95628248,107.2,474.95,9.56122449,0.2964,7.159745973,0
189.651348,9.60168528,53.6,589.764,9.56122449,0.0152,97.209816,0
548.4851467,45.52729236,130.4,754.33624,19.12244898,16.2894784,97.209816,0
563.4286621,81.98034768,104.8,770.658,14.59897959,39.772128,116.6517792,0
843.6294818,58.57522308,156,423.738,16.40836735,56.366064,68.0468712,0
691.2904551,75.54867012,260.8,640.976,14.59897959,18.7619392,58.3258896,0
670.206716,84.80279016,212,547.2223766,19.12244898,3.2950464,48.604908,0
430.7113412,82.96892208,209.6,228.6368,10.0755102,7.203232,58.3258896,0
405.0256019,28.80505584,81.6,579.026,4.729183673,46.388832,32.31278586,0
729.7454679,50.60437272,107.2,281.5834,9.046938776,0.6772928,29.1629448,0
386.4900222,17.49276144,79.2,687.38894,8.685061224,34.1105856,48.604908,0
397.1979048,21.91256496,156,431.172,5.037755102,46.6785248,48.604908,0
325.8106131,66.09339396,312,496.7013333,9.56122449,0.2930464,68.0468712,0
231.3824374,37.6612434,79.2,509.615568,19.12244898,1.2913248,68.0468712,0
670.15675,85.6696698,337.6,398.132,13.57040816,10.8615104,21.47923792,0
806.831516,26.70496092,132.8,485.0272,11.37061224,31.8898176,77.7678528,0
691.8724667,31.75701408,53.6,418.81504,14.59897959,6.088928,68.0468712,0
314.76939,31.51425024,135.2,398.132,19.12244898,30.9219392,68.0468712,0
693.7225268,26.9730648,107.2,847.476,19.12244898,28.118432,56.69349376,0
243.7887895,48.61752588,79.2,625.9428,11.67918367,23.131264,68.0468712,0
562.2498707,58.31556588,312,458.3474,23.56408163,10.0650784,19.4419632,0
571.4739594,25.3588104,79.2,210.90258,13.47010204,15.4170464,68.0468712,0
569.0834364,33.60589848,0,666.582,10.0755102,10.3243712,48.604908,0
507.1577361,28.18938672,440,172.9093333,19.63673469,21.5350464,97.209816,0
483.5507529,10.95628248,53.6,540.679776,10.72095918,31.5426784,44.50313981,0
437.9363673,54.18889344,184,637.0112,14.75074985,31.4861248,97.209816,0
372.3069297,107.2722103,181.6,223.41648,14.13360699,6.861232,48.604908,0
625.5517468,99.8209872,312,423.738,4.832040816,16.1906784,68.0468712,0
468.4012396,52.67944044,28,759.92,29.19795918,16.724464,0,0
967.9598731,0,28,547.2223766,13.64221359,41.0587712,106.9307976,0
327.0863781,15.75712512,132.8,527.814,7.546122449,0.2626464,38.8839264,0
679.9851266,20.30675724,79.2,655.844,24.16020408,0.2626464,38.8839264,0
341.6285686,0,0,474.7848,10.85632653,31.211632,97.209816,0
382.7273294,11.0776644,53.6,493.122,11.67918367,6.3350464,58.3258896,0
350.3417982,31.2714864,56,648.41,28.68367347,7.3451712,48.604908,0
848.0435383,28.18938672,184,967.246,13.64221359,22.2782784,6.199556015,91.7832
996.7330963,122.568835,391.2,821.87,20.15102041,68.5455104,26.5098459,0
514.6032194,88.59660084,132.8,725.228,12.78959184,16.1222784,145.814724,0
517.6854503,48.18017556,81.6,633.92196,17.79018367,10.167232,145.814724,0
567.7491269,50.5877922,286.4,670.5468,8.060408163,19.2078784,97.209816,0
502.704397,30.15965304,181.6,385.329,6.744285714,19.135232,97.209816,0
565.7600701,10.95628248,53.6,622.804,9.046938776,40.7547712,68.0468712,0
727.3530564,60.31930608,79.2,750.834,19.12244898,28.4765248,87.4888344,0
173.5036415,15.6357432,53.6,407.218,11.57632653,0.5067392,29.1629448,0
515.276713,60.56206992,286.4,372.526,20.15102041,71.581264,68.0468712,0
726.912147,83.20511628,312,648.41,15.62755102,73.9582784,184.6986504,0
561.8620099,10.95628248,53.6,437.7779013,10.36306122,7.0098784,97.209816,0
923.7238008,61.67390328,184,432.824,19.42493878,25.2574784,29.1629448,0
409.7353647,28.57887252,158.4,318.5056,9.252653061,25.7186176,77.7678528,0
432.3590151,55.15431768,104.8,801.22,3.976897959,12.8077856,48.604908,0
463.8842808,28.18094004,158.4,925.12,10.0755102,31.954864,68.0468712,0
458.4483477,34.46620848,130.4,414.9824,9.458367347,10.933264,19.35009992,0
386.9586056,78.40427364,25.6,325.6092,5.839591837,28.3202784,58.3258896,0
246.3745447,44.56218096,104.8,467.516,14.34183673,31.909264,68.0468712,0
249.52074,57.79625148,104.8,454.66344,14.41781633,9.6039392,145.814724,0
608.2018941,92.78177436,340,610.32314,19.12244898,30.9523392,68.0468712,0
352.412902,52.072218,104.8,398.132,10.0755102,0.1064,29.1629448,0
706.586778,48.9735378,56,346.92,19.12244898,31.939664,19.4419632,0
407.7282898,71.26714188,104.8,497.4172,29.81510204,19.2957248,48.604908,0
566.6556594,22.69153656,132.8,134.8032,23.54306122,6.5858464,29.1629448,0
964.8537446,15.7655718,130.4,547.2223766,9.869795918,37.4478784,9.101025998,0
844.2958247,123.0797027,132.8,547.2223766,13.64221359,41.3375104,68.0468712,0
518.4921227,26.9730648,158.4,660.3594667,12.99530612,28.7358176,97.209816,0
456.520822,12.51422568,53.6,701.274,5.839591837,37.981664,68.0468712,0
1133.508858,75.5008056,184,597.198,4.729183673,22.046032,48.604908,0
280.7643088,64.38309768,184,571.592,19.63673469,31.901664,97.209816,0
644.5827354,114.2404085,107.2,811.132,24.16020408,28.884464,68.0468712,0
601.7442752,56.87306064,158.4,450.996,12.48102041,22.1946784,68.0468712,0
718.7463918,67.78742256,104.8,547.2223766,11.78204082,7.8063104,48.604908,0
326.3975976,70.57013436,184,726.88,14.75074985,41.059664,77.7678528,0
317.4859334,27.232722,284,569.94,11.37061224,18.9409856,68.0468712,0
460.8530406,66.20664204,156,569.94,11.67918367,29.4629568,68.0468712,0
383.862124,45.91677816,130.4,569.94,9.56122449,12.7925856,68.0468712,0
229.8638066,44.56218096,81.6,480.319,22.24795918,15.988832,58.3258896,0
412.67072,12.55364352,81.6,648.41,13.64221359,41.6153568,68.0468712,0
684.6647952,10.95628248,79.2,449.344,14.59897959,0.781232,38.8839264,0
678.3509902,28.67522724,79.2,90.1166,19.14346939,28.922464,174.9776688,0
194.4026427,110.5513992,184,571.592,18.09387755,43.7795712,38.8839264,0
355.1524233,69.28029504,416.8,547.2223766,5.305183673,44.6933568,106.9307976,0
444.0081134,25.2289818,156,674.016,3.824489796,53.6647104,29.1629448,0
548.29088,15.6357432,79.2,560.854,20.15102041,62.2931712,18.57776794,0
567.8016284,93.9083112,53.6,770.658,5.037755102,22.9531104,68.0468712,0
570.692779,100.0806444,181.6,423.738,20.93183673,7.127232,116.6517792,0
539.4633222,68.07210696,260.8,362.91136,15.69302041,47.5087104,68.0468712,0
357.5802911,16.26799284,104.8,513.4416,3.927346939,3.8017856,58.3258896,0
464.2344675,89.31081456,158.4,821.87,15.77932128,70.8346784,106.9307976,0
613.4456065,15.6357432,286.4,821.87,26.936,13.669264,9.288883968,0
1087.298724,50.88092328,28,547.2223766,20.15102041,68.5759104,68.0468712,0
309.411288,10.95628248,212,347.1678,13.57040816,16.8883104,77.7678528,0
534.8269167,31.52269692,158.4,718.9765059,4.729183673,37.5813248,77.7678528,0
606.9086028,79.2799128,186.4,746.0432,5.037755102,1.1013248,87.4888344,0
775.9582931,77.12945064,363.2,648.41,14.59897959,9.1884,77.7678528,0
266.0904,56.91529404,158.4,474.95,19.12244898,50.141664,97.209816,0
250.7995286,22.17222216,79.2,474.95,30.22653061,13.669264,136.0937424,0
487.1727294,10.95628248,212,496.7013333,19.12244898,18.279328,29.1629448,0
385.1524562,36.31509288,156,674.016,28.16938776,0.0608,68.0468712,0
750.6174246,0,53.6,796.264,12.69360699,27.4132,48.604908,0
360.8981819,11.21593968,25.6,796.264,12.58387755,39.0297888,106.9307976,0
408.1997886,1.1684574,440,476.4368,29.7122449,16.724464,97.209816,0
225.3909363,30.15965304,109.6,648.41,12.89244898,17.0023104,34.44192386,0
599.9026158,86.51339928,107.2,1035.253333,19.94530612,42.8952928,48.604908,0
774.2741172,56.86461396,184,803.9733333,11.10408163,23.616096,14.90396596,0
457.8140742,67.82934312,232.8,533.183,18.60816327,43.2229856,29.1629448,0
246.7135224,21.91256496,130.4,835.77984,14.39326531,0.9222784,48.604908,0
558.3263558,101.9063786,232.8,633.2666667,19.12244898,41.2159104,97.209816,0
1346.384795,133.0937111,391.2,441.4405059,13.64221359,13.2114784,145.814724,0
308.7885642,0,53.6,769.4564048,3.927346939,0.0456,29.1629448,0
797.9638756,103.7465035,132.8,547.2223766,13.64221359,25.0623392,145.814724,0
540.1239276,9.99117108,79.2,602.98,14.59897959,33.7752928,77.7678528,0
491.1493797,15.75712512,107.2,520.38,13.57040816,3.6573856,48.604908,0
805.4113124,104.1025154,158.4,474.95,10.0755102,22.4269248,106.9307976,0
764.0870681,30.28103496,53.6,372.526,13.72217842,0.4906464,19.4419632,0
330.07691,61.2196596,79.2,372.526,8.347959184,12.7773856,68.0468712,0
1021.523122,53.41836852,107.2,211.869,15.62755102,25.162032,54.56435577,0
404.4051984,39.6399564,158.4,372.526,19.12244898,6.7809856,48.604908,0
513.5478844,37.78262532,104.8,466.7313,8.615387755,24.8419392,19.4419632,0
623.6918935,57.83817204,156,372.526,9.56122449,0.0152,68.0468712,0
880.86106,56.60495676,184,719.446,22.61734694,1.509264,23.60837591,0
708.3764076,25.3588104,132.8,331.7216,2.714081633,27.6986464,77.7678528,0
629.916788,52.19359992,132.8,640.976,8.780408163,41.0098176,87.4888344,0
644.5461568,83.3264982,184,449.344,11.57632653,34.244032,38.8839264,0
323.66382,15.88695372,209.6,441.91,18.60816327,0.2550464,9.7209816,0
664.3542573,81.37343808,53.6,534.3394,22.45367347,10.3158784,19.4419632,0
956.6391986,81.971901,184,416.8822,12.13265306,67.9466784,20.70690593,0
617.258378,43.76881872,51.2,398.132,19.12244898,0.2094464,9.7209816,0
624.4996792,41.37559272,340,372.526,10.0755102,12.4724928,145.814724,0
740.0371348,36.6398208,79.2,520.38,14.59897959,0.4763392,97.209816,0
607.5183757,45.64867428,132.8,544.334,9.664081633,19.6875712,9.288883968,0
715.8675642,59.91292692,107.2,455.952,19.63673469,34.0497856,38.8839264,0
773.276205,34.8222204,186.4,571.592,14.08469388,0.804032,29.1629448,0
1356.210969,132.3798102,465.6,437.7779013,13.64221359,15.3942464,126.3727608,0
688.1076183,67.81244976,286.4,569.94,15.77932128,4.3769248,48.604908,0
1185.826678,124.2794441,468,832.608,14.75074985,71.1547712,48.604908,0
492.5143859,124.2625507,184,2188.889507,13.64221359,23.4218496,97.209816,0
472.8085595,18.83046528,212,821.87,2.015102041,40.6365248,38.8839264,0
486.6525484,66.20664204,288.8,688.471,9.951632653,30.401328,29.1629448,0
400.0868735,105.8297051,235.2,477.1802,12.99508163,22.910864,68.0468712,0
677.0734809,83.45663964,132.8,379.96,4.729183673,0.910432,48.604908,0
620.2679104,76.9367412,104.8,449.344,14.75074985,28.2974784,58.3258896,0
357.4749198,99.56977668,440,458.843,13.64221359,46.381232,68.0468712,0
233.69742,35.61808536,132.8,683.102,9.56122449,15.5124928,29.1629448,0
483.5109479,73.3672368,79.2,262.9984,6.148163265,18.7619392,58.3258896,91.7832
775.7138952,137.5701386,184,283.4832,20.15102041,22.2706784,184.6986504,0
741.9914845,106.836737,207.2,48.2384,13.64221359,40.6137248,68.0468712,0
680.7918677,43.82512992,109.6,520.38,15.11326531,32.728496,126.3727608,0
674.2611942,72.1190052,209.6,398.132,1.106204082,43.7643712,13.54715996,0
544.441304,32.85195408,158.4,819.8673413,13.72217842,12.8229856,165.2566872,0
749.4893502,22.56170796,130.4,476.4368,24.6744898,16.1982784,97.209816,0
900.8725514,58.16289996,465.6,423.738,10.0755102,6.4532928,68.0468712,0
180.1870267,10.95628248,79.2,812.784,5.037755102,38.4157568,68.0468712,0
365.8531819,98.9059302,156,701.274,19.32816327,10.3243712,106.9307976,0
560.7622593,32.86884744,79.2,394.4976,20.15102041,0.5219392,38.8839264,0
665.9419871,126.5009209,104.8,695.4094,11.47346939,22.137232,48.604908,0
522.4428097,36.5663034,79.2,648.41,20.64428571,40.5909248,77.7678528,0
618.9681594,34.96049568,107.2,648.41,14.80469388,40.286032,77.7678528,0
626.7497948,15.75712512,79.2,374.0128,7.23755102,16.709264,23.60837591,0
688.0205428,40.85627832,79.2,540.5344,19.32816327,6.4152928,29.1629448,0
758.3987258,70.69996296,156,628.15648,9.227877551,37.8786176,48.604908,0
869.9257758,0,28,696.38408,5.880510204,43.9206176,48.604908,0
376.7720281,60.19792416,107.2,588.7728,11.96673469,56.8390496,136.0937424,0
393.8026964,36.31509288,209.6,682.276,13.20789271,69.124896,155.5357056,0
895.6538977,120.9799206,337.6,540.5344,9.355510204,61.566032,68.0468712,0
757.5830651,120.8416453,288.8,637.259,19.12244898,10.0726784,58.3258896,0
432.5665336,78.16807944,53.6,739.871328,19.25428571,43.8251712,68.0468712,0
248.1683408,14.40252792,79.2,398.132,19.12244898,7.0250784,29.1629448,0
755.5566918,14.01304212,28,346.92,15.50367347,0.9374784,38.8839264,0
632.6197562,45.90833148,212,526.162,12.58387755,6.861232,68.0468712,0
905.3105305,116.1537379,286.4,770.658,10.0755102,77.3910176,106.9307976,0
507.2178056,10.95628248,184,449.344,19.12244898,31.924464,68.0468712,0
632.560156,0,107.2,474.95,10.0755102,22.812064,9.288883968,91.7832
321.3890874,46.04660676,79.2,277.536,9.046938776,37.284032,29.1629448,0
485.05768,57.51375696,312,449.344,0,61.7982784,38.8839264,0
233.2783279,24.0042132,53.6,224.672,14.08469388,15.8401856,77.7678528,0
872.2058055,69.53150556,312,446.2052,10.86706122,31.6575712,19.4419632,0
642.0639987,78.6307698,51.2,398.132,18.60816327,16.0225856,38.8839264,0
840.5604702,25.6184676,132.8,562.506,9.046938776,31.166032,38.70019985,0
707.7915795,79.28804664,184,657.5498707,10.0755102,17.9516352,58.3258896,0
600.8082919,97.49470896,79.2,516.3326,23.13163265,41.0055712,116.6517792,0
848.0435383,56.86461396,184,478.3078707,13.64221359,22.2782784,68.0468712,91.7832
531.1391077,97.11992664,212,944.118,19.12244898,22.789264,33.66959187,0
782.4186315,26.85168288,209.6,502.208,19.12244898,10.9265568,58.3258896,0
303.263687,36.4364748,130.4,637.0112,3.121306122,19.317632,48.604908,0
620.397931,34.46620848,209.6,554.0808,14.39326531,25.101232,29.1629448,0
506.8131441,80.6595372,130.4,474.95,21.15857143,9.6419392,29.41131588,0
564.6179858,86.39170452,184,334.863704,10.01987755,13.5434176,77.7678528,0
612.280309,14.02993548,158.4,629.7424,9.046938776,21.6076928,68.0468712,0
474.4047527,52.2020466,132.8,423.738,19.63673469,37.4250784,77.7678528,0
695.3755689,100.3906688,209.6,224.672,9.046938776,9.886032,106.9307976,0
553.5151525,53.76593376,104.8,898.688,9.149795918,0.038,77.7678528,0
420.4474444,99.46497528,158.4,718.9504,9.869795918,57.6464352,68.0468712,0
586.3034572,28.31076864,79.2,518.728,7.751836735,6.868832,48.604908,0
331.3302192,25.3588104,0,878.2032,14.59897959,0.0304,68.0468712,0
400.5200034,97.9470756,184,547.2223766,19.12244898,52.491632,87.4888344,0
364.0961306,61.26752412,181.6,287.7784,29.19795918,10.9797568,48.604908,0
1051.521818,50.5877922,107.2,759.92,29.19795918,31.932064,87.4888344,0
341.4450178,44.56218096,79.2,435.4672,9.664081633,38.3397568,68.0468712,0
303.0705552,68.30673696,53.6,325.7744,19.12244898,25.2270784,68.0468712,0
338.329791,31.51425024,104.8,674.016,7.23755102,15.9879392,126.3727608,0
266.063166,78.22439064,284,398.132,10.0755102,15.2456,106.9307976,0
629.032686,0,0,363.44,5.736734694,28.0609856,68.0468712,0
860.5286394,23.21085096,132.8,493.122,19.12244898,30.9675392,38.8839264,0
220.6027438,20.94745356,158.4,423.738,19.12244898,40.7395712,9.7209816,0
538.4255793,54.99914904,207.2,224.672,14.75074985,46.449632,58.3258896,0
472.8690302,4.67946072,184,389.046,28.68367347,12.4800928,48.604908,0
296.1799491,75.20110488,132.8,547.2223766,12.27530612,44.0194176,58.3258896,0
277.8333981,52.08911136,132.8,547.2223766,12.27530612,62.3311712,48.604908,0
942.3989941,58.29272856,184,547.2223766,13.64221359,22.2782784,68.0468712,0
636.9813962,23.509926,440,474.95,4.235918367,21.6228928,68.0468712,0
1020.392509,71.26714188,184,391.65616,5.94244898,22.5333248,165.2566872,0
391.6088058,80.75589192,79.2,547.2223766,19.12244898,62.0566784,77.7678528,0
261.633479,0,0,719.446,10.0755102,0.1064,0,91.7832
491.1824122,168.0961273,130.4,762.1226667,19.12244898,55.4015392,38.8839264,0
211.107072,17.23310424,104.8,467.516,12.48102041,21.9007392,38.8839264,0
676.9474156,10.95628248,104.8,474.95,9.046938776,10.5405248,29.1629448,0
365.8999478,45.52729236,184,547.4276048,9.56122449,9.908832,27.28217788,0
605.692567,34.46620848,28,547.2223766,13.64221359,7.142432,41.60166983,0
546.0606397,42.34070412,212,789.1053333,14.39326531,9.4856928,68.0468712,0
368.6155079,26.0079534,104.8,474.95,14.29040816,24.5142464,155.5357056,0
558.7752882,62.9950266,312,441.91,9.149795918,65.341664,29.41131588,0
160.9136308,35.93405376,132.8,199.066,19.12244898,6.1028,38.8839264,0
429.2520602,154.4222038,130.4,549.8682,14.00285714,34.4145856,58.3258896,0
594.0529796,38.1805578,312,752.486,23.13163265,35.5049568,87.4888344,0
1197.854902,127.1103332,184,693.84,20.15102041,23.8635424,68.0468712,0
547.7950777,83.9255868,107.2,776.44,6.332857143,0.1638464,38.8839264,0
