food,packaging,clothing&shoes,electricity,hot water,paper,litter,commuting
204.2592094,10.95628248,107.2,476.4368,19.20120408,32.2901568,19.4419632,0
1104.293835,71.82587412,130.4,474.95,25.18877551,61.4477856,77.7678528,0
685.6077468,20.43658584,181.6,606.284,1.809387755,12.3390464,38.8839264,0
908.9496108,43.93806516,156,372.526,4.832040816,12.948832,19.4419632,0
444.2957666,45.65712096,186.4,493.122,15.70938776,35.5244032,39.47253184,0
632.2775876,50.10195168,365.6,745.052,4.030204082,22.6862176,68.0468712,0
546.3931325,59.92982028,237.6,547.2223766,10.28122449,28.179232,29.1629448,0
1002.350519,57.49717644,207.2,328.748,12.69360699,16.224432,68.0468712,0
496.2343807,39.64840308,337.6,398.132,9.664081633,10.9797568,27.28217788,0
446.4131833,45.52729236,284,432.824,18.60816327,16.762464,19.35009992,0
121.0861204,77.6656584,132.8,589.764,29.19795918,61.2264928,38.8839264,0
576.7682517,10.95628248,184,924.294,12.09061224,6.7809856,19.4419632,0
625.0276112,84.19369068,132.8,435.4672,14.39326531,12.7503392,184.6986504,0
792.5631188,58.44539448,130.4,616.5264,9.56122449,7.3451712,38.8839264,0
643.1216165,77.02464924,184,829.304,18.07187755,31.3830784,19.35009992,0
721.6605118,45.78694956,135.2,298.0208,5.037755102,24.8191392,68.0468712,0
620.9697822,20.55796776,104.8,398.132,9.869795918,31.3678784,29.1629448,0
983.0460053,63.02850048,340,547.2223766,12.13265306,31.916864,29.1629448,0
430.0704198,65.9638782,156,562.0517,15.30216327,46.1067392,68.0468712,0
420.8282466,20.55796776,284,372.526,9.869795918,15.3790464,38.8839264,0
777.1332119,58.55238576,209.6,553.42,19.12244898,16.701664,48.604908,0
491.0947173,11.9864646,132.8,432.824,12.46885714,20.0693568,29.1629448,0
342.6819524,37.92934728,104.8,648.41,20.15102041,11.3032032,22.83604393,0
405.5386607,118.2873067,337.6,648.41,9.685102041,46.5830784,68.0468712,0
847.1646097,56.86461396,184,547.2223766,13.64221359,71.7983104,12.77482797,0
923.5848578,58.03307136,184,1095.826667,9.046938776,24.359328,68.0468712,0
1153.404168,61.67390328,286.4,120.596,20.15102041,22.9531104,49.53374779,0
815.974628,80.86882716,312,281.253,13.57040816,61.2188928,174.9776688,0
288.3370374,20.94745356,81.6,398.132,3.61877551,28.899664,12.19035395,0
297.5370362,17.23310424,181.6,439.3494,9.56122449,34.6738784,19.4419632,0
356.5235868,62.06338908,153.6,657.496,6.847142857,3.844032,29.1629448,0
364.1375227,49.22474832,107.2,350.637,7.648979592,22.053632,29.1629448,0
1211.517748,73.14950016,442.4,597.198,9.869795918,22.2098784,51.66288579,0
981.2879602,90.21930192,184,545.986,15.26503556,39.9236928,106.9307976,0
480.5913589,45.91677816,130.4,672.364,24.16020408,16.102832,54.56435577,0
406.6362533,33.2329932,132.8,621.152,9.746367347,9.4780928,29.1629448,0
735.6789171,48.62597256,181.6,359.4752,9.046938776,28.186832,58.3258896,0
340.3962546,10.95628248,79.2,1123.36,14.39326531,10.0422784,19.35009992,0
513.6878967,70.50756636,235.2,328.748,18.91673469,56.1447712,126.3727608,0
325.8994811,31.38442164,184,233.758,10.85632653,25.867264,48.604908,0
305.2684338,28.18938672,104.8,752.486,10.0755102,27.398,38.8839264,0
273.2094268,25.3588104,28,759.92,9.046938776,0.6401856,87.4888344,0
256.1305294,15.75712512,25.6,493.122,12.37816327,5.0028032,116.6517792,0
559.8660474,69.18394032,158.4,725.228,14.39326531,0.4188928,19.4419632,0
366.0729034,127.9769,232.8,423.738,24.46877551,46.8499712,38.8839264,0
719.5727594,17.23310424,184,414.4042,6.032918367,43.394432,87.4888344,0
208.1417286,84.22685172,25.6,457.2736,19.12244898,15.9499392,68.0468712,0
330.6972714,32.86884744,79.2,379.96,18.09387755,34.0725856,29.1629448,0
695.9158523,39.63150972,184,545.986,10.0755102,25.0817856,9.7209816,0
393.2372873,58.47042168,81.6,716.968,12.37816327,7.4862176,106.9307976,0
918.5439219,56.86461396,184,788.3605059,13.64221359,22.2250784,12.00249598,0
377.299982,110.5513992,56,496.9216,5.839591837,31.932064,48.604908,0
457.779938,39.1456692,158.4,520.0496,11.10408163,1.4442176,97.209816,0
728.7015577,43.82512992,416.8,672.364,9.995545369,52.1596928,184.6986504,0
1261.188572,28.18938672,28,463.2208,20.15102041,58.6898784,68.0468712,0
431.2407577,46.05505344,184,527.814,14.59897959,13.3643712,21.47923792,0
619.9047827,10.95628248,79.2,595.546,11.66679592,9.3066464,19.4419632,0
597.4514022,109.0413205,209.6,414.8998,22.65938776,0.3580928,48.604908,0
992.8789173,58.16289996,184,478.3078707,13.64221359,22.2782784,68.0468712,91.7832
